invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,price_eur,total
I171148,C209298,Female,53,Clothing,4,1200.32,Cash,18/12/2021,METROCITY,120.03,4801.28
I228746,C924564,Male,38,Clothing,5,1500.4,Debit_Card,7/2/2021,ISTINYE_PARK,150.04,7502.0
I377986,C227172,Female,35,Cosmetics,2,81.32,Cash,31/08/2021,KANYON,8.13,162.64
I484230,C330784,Male,40,Books,2,30.3,Credit_Card,12/1/2022,ISTINYE_PARK,3.03,60.6
I331856,C299516,Male,62,Clothing,4,1200.32,Cash,8/6/2021,KANYON,120.03,4801.28
I320108,C187728,Male,25,Clothing,1,300.08,Debit_Card,21/06/2021,MALL_OF_ISTANBUL,30.01,300.08
I300312,C886145,Female,53,Clothing,2,600.16,Cash,3/4/2021,KANYON,60.02,1200.32
I280279,C267872,Female,68,Technology,2,2100,Debit_Card,13/02/2021,ZORLU_CENTER,210.0,4200.0
I257957,C165116,Female,57,Clothing,2,600.16,Debit_Card,12/3/2022,KANYON,60.02,1200.32
I132147,C142820,Male,21,Clothing,2,600.16,Debit_Card,7/3/2023,KANYON,60.02,1200.32
I235169,C399645,Female,20,Clothing,1,300.08,Credit_Card,4/2/2021,MALL_OF_ISTANBUL,30.01,300.08
I148979,C102776,Male,64,Toys,2,71.68,Debit_Card,15/09/2022,ZORLU_CENTER,7.17,143.36
I860760,C196732,Female,31,Clothing,5,1500.4,Cash,10/11/2022,METROPOL_AVM,150.04,7502.0
I155407,C535504,Male,59,Clothing,1,300.08,Credit_Card,13/06/2021,KANYON,30.01,300.08
I254596,C638095,Female,29,Shoes,3,1800.51,Debit_Card,29/01/2022,ISTINYE_PARK,180.05,5401.53
I138332,C208523,Male,47,Clothing,5,1500.4,Credit_Card,5/2/2022,MALL_OF_ISTANBUL,150.04,7502.0
I165046,C200468,Male,54,Shoes,2,1200.34,Credit_Card,29/04/2021,MALL_OF_ISTANBUL,120.03,2400.68
I225362,C176813,Male,69,Clothing,4,1200.32,Debit_Card,6/11/2022,METROCITY,120.03,4801.28
I919391,C182694,Male,63,Food & Beverage,1,5.23,Cash,13/08/2021,KANYON,0.52,5.23
I116679,C169187,Male,49,Clothing,3,900.24,Cash,9/10/2021,ISTINYE_PARK,90.02,2700.7200000000003
I175369,C299361,Male,37,Clothing,4,1200.32,Credit_Card,19/08/2021,KANYON,120.03,4801.28
I853664,C173097,Male,62,Books,1,15.15,Credit_Card,20/11/2021,ISTINYE_PARK,1.52,15.15
I895427,C514533,Female,65,Technology,5,5250,Debit_Card,19/10/2022,METROCITY,525.0,26250.0
I291711,C266900,Female,50,Cosmetics,3,121.98,Credit_Card,25/05/2022,ISTINYE_PARK,12.2,365.94
I107860,C647417,Male,36,Cosmetics,3,121.98,Cash,12/11/2022,FORUM_ISTANBUL,12.2,365.94
I218801,C152985,Male,57,Cosmetics,2,81.32,Credit_Card,25/01/2022,MALL_OF_ISTANBUL,8.13,162.64
I881259,C260472,Female,57,Cosmetics,1,40.66,Cash,10/9/2021,MALL_OF_ISTANBUL,4.07,40.66
I244871,C194222,Female,21,Shoes,3,1800.51,Cash,25/10/2022,METROCITY,180.05,5401.53
I133652,C188840,Male,34,Clothing,1,300.08,Debit_Card,18/02/2022,ISTINYE_PARK,30.01,300.08
I908763,C262123,Female,43,Cosmetics,2,81.32,Cash,7/7/2021,METROPOL_AVM,8.13,162.64
I163022,C311114,Male,23,Clothing,1,300.08,Cash,10/7/2021,ISTINYE_PARK,30.01,300.08
I181720,C207698,Female,64,Clothing,3,900.24,Credit_Card,7/1/2021,ZORLU_CENTER,90.02,2700.7200000000003
I739094,C858996,Male,40,Toys,4,143.36,Cash,25/08/2022,ISTINYE_PARK,14.34,573.44
I291462,C312593,Male,56,Shoes,3,1800.51,Cash,17/04/2022,METROPOL_AVM,180.05,5401.53
I117334,C267470,Male,61,Food & Beverage,5,26.15,Cash,12/7/2021,MALL_OF_ISTANBUL,2.62,130.75
I155157,C174425,Female,57,Clothing,2,600.16,Credit_Card,28/08/2022,FORUM_ISTANBUL,60.02,1200.32
I184508,C379448,Female,19,Clothing,1,300.08,Cash,13/11/2022,ISTINYE_PARK,30.01,300.08
I134371,C111533,Male,26,Cosmetics,3,121.98,Cash,5/2/2021,METROCITY,12.2,365.94
I387109,C443972,Male,28,Shoes,2,1200.34,Debit_Card,3/2/2023,METROCITY,120.03,2400.68
I188040,C167783,Female,68,Shoes,5,3000.85,Cash,5/2/2022,MALL_OF_ISTANBUL,300.09,15004.25
I279912,C326039,Male,59,Food & Beverage,2,10.46,Cash,5/2/2023,CEVAHIR_AVM,1.05,20.92
I531595,C252507,Female,23,Cosmetics,3,121.98,Cash,17/07/2022,CEVAHIR_AVM,12.2,365.94
I151694,C228972,Female,51,Cosmetics,4,162.64,Cash,16/11/2022,FORUM_ISTANBUL,16.26,650.56
I118373,C323195,Male,60,Clothing,2,600.16,Cash,4/11/2022,KANYON,60.02,1200.32
I288517,C381443,Female,50,Cosmetics,4,162.64,Credit_Card,4/3/2022,EMAAR_SQUARE_MALL,16.26,650.56
I436524,C685080,Male,58,Toys,1,35.84,Cash,29/06/2022,METROPOL_AVM,3.58,35.84
I243923,C997937,Female,41,Clothing,3,900.24,Cash,7/5/2021,METROPOL_AVM,90.02,2700.7200000000003
I303229,C202610,Male,28,Toys,5,179.2,Cash,22/08/2022,ISTINYE_PARK,17.92,896.0
I339769,C346581,Female,26,Clothing,5,1500.4,Cash,24/03/2021,CEVAHIR_AVM,150.04,7502.0
I172952,C256590,Male,63,Cosmetics,4,162.64,Credit_Card,15/01/2023,KANYON,16.26,650.56
I311590,C201485,Female,37,Clothing,4,1200.32,Debit_Card,24/11/2021,ZORLU_CENTER,120.03,4801.28
I313400,C339153,Female,64,Clothing,3,900.24,Cash,26/01/2023,ISTINYE_PARK,90.02,2700.7200000000003
I164653,C149636,Female,26,Clothing,5,1500.4,Credit_Card,2/9/2021,EMAAR_SQUARE_MALL,150.04,7502.0
I891336,C225410,Female,30,Clothing,3,900.24,Cash,30/03/2022,KANYON,90.02,2700.7200000000003
I302305,C564652,Male,45,Toys,4,143.36,Cash,21/02/2022,VIAPORT_OUTLET,14.34,573.44
I178430,C171284,Female,68,Cosmetics,3,121.98,Debit_Card,22/09/2022,ZORLU_CENTER,12.2,365.94
I286560,C149799,Female,42,Cosmetics,4,162.64,Debit_Card,4/5/2021,ZORLU_CENTER,16.26,650.56
I281669,C247774,Female,24,Souvenir,1,11.73,Credit_Card,20/04/2022,VIAPORT_OUTLET,1.17,11.73
I999621,C200815,Female,68,Shoes,3,1800.51,Credit_Card,24/10/2021,KANYON,180.05,5401.53
I371823,C211377,Female,56,Food & Beverage,4,20.92,Cash,10/12/2022,CEVAHIR_AVM,2.09,83.68
I915956,C404269,Female,47,Cosmetics,2,81.32,Credit_Card,9/4/2021,MALL_OF_ISTANBUL,8.13,162.64
I315066,C263157,Female,69,Clothing,1,300.08,Cash,7/12/2021,METROCITY,30.01,300.08
I273638,C232235,Female,43,Shoes,4,2400.68,Cash,12/11/2021,METROCITY,240.07,9602.72
I185911,C135508,Female,26,Shoes,5,3000.85,Debit_Card,16/12/2021,CEVAHIR_AVM,300.09,15004.25
I274697,C129382,Male,22,Clothing,1,300.08,Cash,6/2/2022,MALL_OF_ISTANBUL,30.01,300.08
I678913,C128249,Male,31,Toys,4,143.36,Cash,22/08/2022,EMAAR_SQUARE_MALL,14.34,573.44
I626431,C497169,Male,37,Shoes,5,3000.85,Credit_Card,19/11/2022,ISTINYE_PARK,300.09,15004.25
I572804,C151808,Female,61,Food & Beverage,4,20.92,Credit_Card,3/8/2022,METROPOL_AVM,2.09,83.68
I231903,C213912,Female,52,Shoes,2,1200.34,Credit_Card,16/01/2023,ISTINYE_PARK,120.03,2400.68
I520027,C283497,Male,57,Clothing,3,900.24,Cash,9/11/2021,KANYON,90.02,2700.7200000000003
I118987,C154261,Female,38,Toys,3,107.52,Credit_Card,8/3/2023,KANYON,10.75,322.56
I292153,C186866,Female,26,Cosmetics,3,121.98,Debit_Card,1/10/2021,KANYON,12.2,365.94
I159863,C198672,Female,29,Clothing,1,300.08,Credit_Card,1/10/2021,EMAAR_SQUARE_MALL,30.01,300.08
I287464,C170394,Female,64,Toys,2,71.68,Credit_Card,16/03/2021,FORUM_ISTANBUL,7.17,143.36
I896373,C120656,Female,59,Clothing,4,1200.32,Credit_Card,2/7/2021,METROPOL_AVM,120.03,4801.28
I170143,C785073,Female,42,Technology,1,1050,Credit_Card,9/11/2022,ZORLU_CENTER,105.0,1050.0
I208395,C218730,Female,39,Toys,3,107.52,Debit_Card,21/12/2022,KANYON,10.75,322.56
I411135,C492618,Female,34,Clothing,3,900.24,Debit_Card,27/05/2022,METROPOL_AVM,90.02,2700.7200000000003
I161700,C123815,Female,54,Clothing,1,300.08,Credit_Card,19/04/2021,KANYON,30.01,300.08
I320407,C210873,Female,28,Clothing,4,1200.32,Credit_Card,9/5/2022,ZORLU_CENTER,120.03,4801.28
I141548,C230593,Female,22,Technology,1,1050,Debit_Card,15/08/2021,KANYON,105.0,1050.0
I252942,C124163,Male,34,Clothing,4,1200.32,Cash,17/06/2022,MALL_OF_ISTANBUL,120.03,4801.28
I535690,C227014,Female,28,Food & Beverage,1,5.23,Credit_Card,27/03/2022,ISTINYE_PARK,0.52,5.23
I323879,C109995,Female,52,Clothing,4,1200.32,Cash,21/01/2021,METROCITY,120.03,4801.28
I611772,C320160,Female,30,Clothing,1,300.08,Cash,26/07/2022,MALL_OF_ISTANBUL,30.01,300.08
I156982,C164928,Male,19,Technology,3,3150,Cash,8/12/2022,METROPOL_AVM,315.0,9450.0
I176506,C188078,Female,18,Toys,5,179.2,Debit_Card,17/03/2022,ISTINYE_PARK,17.92,896.0
I122266,C329262,Male,18,Cosmetics,5,203.3,Credit_Card,14/12/2021,MALL_OF_ISTANBUL,20.33,1016.5
I171922,C181041,Male,42,Food & Beverage,5,26.15,Cash,23/12/2021,MALL_OF_ISTANBUL,2.62,130.75
I183604,C161826,Male,45,Food & Beverage,4,20.92,Credit_Card,24/10/2021,KANYON,2.09,83.68
I270355,C380111,Female,26,Food & Beverage,2,10.46,Cash,21/11/2021,MALL_OF_ISTANBUL,1.05,20.92
I233100,C281867,Female,19,Clothing,4,1200.32,Debit_Card,7/11/2021,MALL_OF_ISTANBUL,120.03,4801.28
I592794,C290669,Male,28,Clothing,3,900.24,Cash,14/02/2022,METROCITY,90.02,2700.7200000000003
I457908,C330762,Male,41,Books,2,30.3,Cash,6/12/2022,METROPOL_AVM,3.03,60.6
I299924,C367129,Male,64,Clothing,2,600.16,Cash,7/5/2022,METROCITY,60.02,1200.32
I281637,C794310,Female,34,Cosmetics,1,40.66,Cash,27/12/2021,METROCITY,4.07,40.66
I909922,C110110,Male,25,Books,1,15.15,Credit_Card,28/09/2021,METROCITY,1.52,15.15
I243425,C308818,Female,42,Cosmetics,2,81.32,Credit_Card,9/3/2022,METROPOL_AVM,8.13,162.64
I224425,C287052,Female,44,Clothing,5,1500.4,Cash,8/6/2022,VIAPORT_OUTLET,150.04,7502.0
I317564,C295169,Female,18,Clothing,4,1200.32,Credit_Card,15/08/2022,ISTINYE_PARK,120.03,4801.28
I328055,C614627,Female,39,Clothing,2,600.16,Credit_Card,31/07/2022,ISTINYE_PARK,60.02,1200.32
I107916,C316373,Male,54,Clothing,4,1200.32,Cash,10/12/2022,METROCITY,120.03,4801.28
I175196,C500289,Female,62,Food & Beverage,4,20.92,Cash,22/02/2021,MALL_OF_ISTANBUL,2.09,83.68
I109198,C273814,Male,46,Cosmetics,1,40.66,Credit_Card,30/08/2021,ISTINYE_PARK,4.07,40.66
I995681,C253276,Female,44,Technology,2,2100,Credit_Card,5/8/2021,ISTINYE_PARK,210.0,4200.0
I382140,C113251,Female,51,Cosmetics,3,121.98,Cash,20/08/2022,VIAPORT_OUTLET,12.2,365.94
I181708,C862958,Female,56,Clothing,5,1500.4,Debit_Card,19/07/2021,KANYON,150.04,7502.0
I317922,C152997,Male,53,Clothing,5,1500.4,Cash,16/02/2023,VIAPORT_OUTLET,150.04,7502.0
I104511,C167521,Male,63,Toys,2,71.68,Cash,29/04/2022,ISTINYE_PARK,7.17,143.36
I203666,C919937,Male,19,Toys,2,71.68,Cash,19/12/2021,MALL_OF_ISTANBUL,7.17,143.36
I255965,C138370,Female,31,Clothing,1,300.08,Credit_Card,30/04/2021,METROPOL_AVM,30.01,300.08
I136164,C546302,Male,42,Clothing,5,1500.4,Cash,8/1/2022,MALL_OF_ISTANBUL,150.04,7502.0
I854109,C241122,Female,38,Clothing,2,600.16,Cash,23/01/2021,KANYON,60.02,1200.32
I325884,C108951,Female,32,Cosmetics,5,203.3,Credit_Card,29/04/2022,ISTINYE_PARK,20.33,1016.5
I476183,C135122,Female,42,Shoes,1,600.17,Cash,21/10/2022,VIAPORT_OUTLET,60.02,600.17
I118476,C158505,Female,36,Clothing,5,1500.4,Credit_Card,18/10/2021,VIAPORT_OUTLET,150.04,7502.0
I133940,C420958,Male,63,Cosmetics,1,40.66,Credit_Card,14/04/2021,MALL_OF_ISTANBUL,4.07,40.66
I297803,C264377,Female,50,Food & Beverage,1,5.23,Credit_Card,31/10/2021,CEVAHIR_AVM,0.52,5.23
I190625,C153104,Male,25,Clothing,5,1500.4,Cash,24/07/2021,FORUM_ISTANBUL,150.04,7502.0
I224320,C144610,Male,36,Clothing,5,1500.4,Debit_Card,10/3/2022,CEVAHIR_AVM,150.04,7502.0
I149299,C359950,Female,53,Food & Beverage,5,26.15,Debit_Card,18/02/2023,FORUM_ISTANBUL,2.62,130.75
I206393,C337115,Male,66,Clothing,4,1200.32,Credit_Card,1/12/2022,METROCITY,120.03,4801.28
I108885,C486489,Female,65,Technology,1,1050,Cash,20/01/2021,METROCITY,105.0,1050.0
I151391,C266440,Female,49,Cosmetics,5,203.3,Credit_Card,28/09/2021,ISTINYE_PARK,20.33,1016.5
I102306,C270038,Female,68,Toys,2,71.68,Cash,2/7/2021,ISTINYE_PARK,7.17,143.36
I977895,C923754,Male,48,Cosmetics,2,81.32,Cash,29/01/2022,METROPOL_AVM,8.13,162.64
I254212,C897714,Female,66,Toys,3,107.52,Cash,22/05/2021,KANYON,10.75,322.56
I182100,C696185,Male,18,Clothing,5,1500.4,Cash,24/11/2022,ISTINYE_PARK,150.04,7502.0
I280892,C330538,Male,68,Souvenir,5,58.65,Debit_Card,27/12/2021,KANYON,5.87,293.25
I192893,C148625,Female,37,Clothing,1,300.08,Credit_Card,10/4/2021,MALL_OF_ISTANBUL,30.01,300.08
I263460,C256006,Female,19,Clothing,2,600.16,Debit_Card,23/10/2022,KANYON,60.02,1200.32
I227214,C205097,Female,63,Clothing,3,900.24,Cash,7/11/2022,KANYON,90.02,2700.7200000000003
I274758,C155580,Female,30,Technology,2,2100,Cash,2/1/2023,ISTINYE_PARK,210.0,4200.0
I758863,C269587,Male,58,Cosmetics,4,162.64,Credit_Card,14/06/2021,MALL_OF_ISTANBUL,16.26,650.56
I332547,C267251,Female,39,Cosmetics,5,203.3,Cash,8/11/2022,EMAAR_SQUARE_MALL,20.33,1016.5
I499484,C772071,Female,43,Cosmetics,3,121.98,Cash,14/05/2021,CEVAHIR_AVM,12.2,365.94
I229637,C321272,Male,56,Toys,3,107.52,Cash,27/07/2021,KANYON,10.75,322.56
I122629,C318877,Male,64,Food & Beverage,1,5.23,Credit_Card,17/06/2022,EMAAR_SQUARE_MALL,0.52,5.23
I253852,C358145,Female,29,Clothing,2,600.16,Cash,20/04/2021,MALL_OF_ISTANBUL,60.02,1200.32
I495896,C185612,Female,25,Cosmetics,1,40.66,Credit_Card,7/5/2021,MALL_OF_ISTANBUL,4.07,40.66
I190325,C278446,Female,56,Toys,3,107.52,Cash,12/6/2022,EMAAR_SQUARE_MALL,10.75,322.56
I224172,C243599,Female,67,Toys,1,35.84,Cash,11/7/2022,KANYON,3.58,35.84
I609377,C326359,Female,66,Toys,3,107.52,Credit_Card,30/01/2022,METROCITY,10.75,322.56
I836180,C162981,Female,20,Toys,1,35.84,Credit_Card,4/12/2021,MALL_OF_ISTANBUL,3.58,35.84
I228308,C334467,Female,43,Clothing,3,900.24,Debit_Card,8/2/2022,KANYON,90.02,2700.7200000000003
I301707,C216218,Male,47,Souvenir,1,11.73,Debit_Card,12/5/2021,METROPOL_AVM,1.17,11.73
I784141,C897118,Male,41,Toys,1,35.84,Debit_Card,5/3/2022,MALL_OF_ISTANBUL,3.58,35.84
I266103,C111088,Male,22,Clothing,1,300.08,Cash,3/11/2021,METROCITY,30.01,300.08
I318643,C264989,Male,42,Clothing,4,1200.32,Cash,18/05/2021,EMAAR_SQUARE_MALL,120.03,4801.28
I278626,C443777,Female,48,Clothing,2,600.16,Credit_Card,20/01/2023,KANYON,60.02,1200.32
I815255,C618448,Male,50,Toys,1,35.84,Debit_Card,18/02/2021,ISTINYE_PARK,3.58,35.84
I335092,C128829,Female,67,Shoes,3,1800.51,Credit_Card,24/12/2021,MALL_OF_ISTANBUL,180.05,5401.53
I567729,C176079,Female,45,Technology,2,2100,Cash,1/8/2021,KANYON,210.0,4200.0
I285787,C990639,Female,68,Clothing,4,1200.32,Debit_Card,5/5/2022,ISTINYE_PARK,120.03,4801.28
I326732,C101953,Female,46,Toys,5,179.2,Debit_Card,28/04/2022,MALL_OF_ISTANBUL,17.92,896.0
I255094,C263804,Male,48,Clothing,4,1200.32,Cash,6/2/2021,MALL_OF_ISTANBUL,120.03,4801.28
I645431,C167151,Male,45,Clothing,3,900.24,Debit_Card,11/2/2023,VIAPORT_OUTLET,90.02,2700.7200000000003
I291004,C186563,Male,46,Clothing,5,1500.4,Cash,22/08/2022,FORUM_ISTANBUL,150.04,7502.0
I623814,C543438,Male,63,Clothing,2,600.16,Debit_Card,26/07/2021,METROCITY,60.02,1200.32
I208358,C136841,Female,45,Technology,1,1050,Credit_Card,19/01/2023,CEVAHIR_AVM,105.0,1050.0
I121254,C373036,Female,58,Cosmetics,4,162.64,Credit_Card,2/3/2023,KANYON,16.26,650.56
I206617,C780748,Male,58,Shoes,2,1200.34,Cash,9/1/2023,MALL_OF_ISTANBUL,120.03,2400.68
I185508,C242525,Male,56,Cosmetics,1,40.66,Cash,17/07/2021,METROCITY,4.07,40.66
I909899,C133722,Female,43,Clothing,5,1500.4,Cash,30/08/2022,KANYON,150.04,7502.0
I628852,C290075,Female,27,Clothing,3,900.24,Debit_Card,23/03/2021,METROPOL_AVM,90.02,2700.7200000000003
I112239,C850384,Female,31,Clothing,4,1200.32,Credit_Card,7/5/2022,ISTINYE_PARK,120.03,4801.28
I283998,C176545,Male,48,Food & Beverage,5,26.15,Debit_Card,21/04/2021,KANYON,2.62,130.75
I292372,C355764,Female,44,Books,2,30.3,Cash,10/6/2022,MALL_OF_ISTANBUL,3.03,60.6
I308901,C165278,Female,59,Clothing,5,1500.4,Cash,11/1/2022,FORUM_ISTANBUL,150.04,7502.0
I221742,C291566,Male,50,Food & Beverage,3,15.69,Credit_Card,11/1/2023,MALL_OF_ISTANBUL,1.57,47.07
I332325,C172576,Male,47,Cosmetics,3,121.98,Cash,17/11/2021,MALL_OF_ISTANBUL,12.2,365.94
I308604,C110497,Female,41,Food & Beverage,1,5.23,Debit_Card,4/3/2021,KANYON,0.52,5.23
I265150,C112994,Female,46,Books,1,15.15,Cash,17/05/2021,ISTINYE_PARK,1.52,15.15
I290883,C338335,Male,39,Toys,2,71.68,Debit_Card,13/06/2022,METROPOL_AVM,7.17,143.36
I299823,C179294,Male,33,Clothing,2,600.16,Cash,1/11/2022,KANYON,60.02,1200.32
I318826,C854851,Male,54,Food & Beverage,4,20.92,Credit_Card,4/2/2021,METROCITY,2.09,83.68
I130682,C410469,Female,44,Shoes,3,1800.51,Cash,20/02/2022,EMAAR_SQUARE_MALL,180.05,5401.53
I236788,C265015,Male,20,Clothing,2,600.16,Credit_Card,10/6/2021,MALL_OF_ISTANBUL,60.02,1200.32
I277584,C277071,Male,35,Clothing,3,900.24,Cash,9/4/2022,KANYON,90.02,2700.7200000000003
I304757,C237941,Female,52,Toys,5,179.2,Cash,26/01/2022,FORUM_ISTANBUL,17.92,896.0
I206215,C453962,Female,21,Souvenir,3,35.19,Cash,4/6/2022,ZORLU_CENTER,3.52,105.57
I434594,C800046,Female,61,Shoes,3,1800.51,Credit_Card,8/5/2021,ZORLU_CENTER,180.05,5401.53
I124477,C172969,Male,32,Clothing,2,600.16,Cash,16/03/2021,ISTINYE_PARK,60.02,1200.32
I188838,C898752,Female,55,Food & Beverage,1,5.23,Credit_Card,24/11/2022,MALL_OF_ISTANBUL,0.52,5.23
I132943,C258848,Male,42,Food & Beverage,5,26.15,Debit_Card,19/01/2021,MALL_OF_ISTANBUL,2.62,130.75
I162596,C275050,Male,41,Cosmetics,3,121.98,Debit_Card,5/3/2023,FORUM_ISTANBUL,12.2,365.94
I209841,C150123,Female,64,Technology,5,5250,Credit_Card,28/04/2022,METROCITY,525.0,26250.0
I160055,C846597,Female,34,Clothing,3,900.24,Cash,5/10/2022,METROCITY,90.02,2700.7200000000003
I281710,C898687,Male,23,Food & Beverage,5,26.15,Cash,18/09/2021,MALL_OF_ISTANBUL,2.62,130.75
I235785,C811140,Female,18,Clothing,2,600.16,Credit_Card,22/05/2021,FORUM_ISTANBUL,60.02,1200.32
I221722,C322890,Female,34,Technology,3,3150,Credit_Card,25/04/2022,MALL_OF_ISTANBUL,315.0,9450.0
I276294,C201759,Female,68,Toys,4,143.36,Credit_Card,29/04/2021,ZORLU_CENTER,14.34,573.44
I616611,C235648,Male,60,Clothing,1,300.08,Cash,6/11/2022,METROCITY,30.01,300.08
I753791,C332428,Male,44,Cosmetics,5,203.3,Debit_Card,6/9/2021,CEVAHIR_AVM,20.33,1016.5
I781134,C128700,Female,54,Books,4,60.6,Credit_Card,20/12/2022,EMAAR_SQUARE_MALL,6.06,242.4
I103506,C172937,Female,28,Food & Beverage,1,5.23,Cash,18/09/2021,MALL_OF_ISTANBUL,0.52,5.23
I275828,C224705,Female,51,Souvenir,3,35.19,Debit_Card,17/02/2021,MALL_OF_ISTANBUL,3.52,105.57
I278317,C194532,Female,61,Souvenir,1,11.73,Cash,13/02/2023,CEVAHIR_AVM,1.17,11.73
I284822,C276413,Female,58,Food & Beverage,1,5.23,Credit_Card,12/4/2021,ISTINYE_PARK,0.52,5.23
I297115,C115630,Female,33,Food & Beverage,3,15.69,Cash,30/03/2022,KANYON,1.57,47.07
I234368,C540700,Female,45,Clothing,1,300.08,Credit_Card,29/01/2021,MALL_OF_ISTANBUL,30.01,300.08
I277051,C605454,Male,65,Clothing,3,900.24,Cash,5/8/2022,ISTINYE_PARK,90.02,2700.7200000000003
I145954,C244359,Male,64,Cosmetics,1,40.66,Cash,3/11/2021,METROPOL_AVM,4.07,40.66
I795337,C117002,Male,46,Shoes,5,3000.85,Debit_Card,1/10/2021,KANYON,300.09,15004.25
I874350,C220091,Male,68,Clothing,1,300.08,Credit_Card,26/04/2022,CEVAHIR_AVM,30.01,300.08
I324795,C297257,Female,52,Food & Beverage,2,10.46,Credit_Card,21/06/2022,ISTINYE_PARK,1.05,20.92
I313221,C339476,Male,42,Shoes,2,1200.34,Debit_Card,10/11/2022,METROPOL_AVM,120.03,2400.68
I315332,C236141,Male,52,Food & Beverage,1,5.23,Cash,8/4/2022,MALL_OF_ISTANBUL,0.52,5.23
I315092,C343932,Female,36,Technology,2,2100,Cash,22/10/2022,KANYON,210.0,4200.0
I129108,C260566,Female,31,Books,2,30.3,Cash,28/01/2021,ISTINYE_PARK,3.03,60.6
I119000,C237370,Male,66,Clothing,1,300.08,Credit_Card,24/04/2021,CEVAHIR_AVM,30.01,300.08
I347234,C840430,Female,42,Clothing,4,1200.32,Credit_Card,2/6/2021,KANYON,120.03,4801.28
I768401,C541000,Female,45,Clothing,4,1200.32,Cash,17/03/2022,MALL_OF_ISTANBUL,120.03,4801.28
I323076,C914814,Female,66,Clothing,3,900.24,Credit_Card,1/2/2022,ISTINYE_PARK,90.02,2700.7200000000003
I954083,C169473,Female,20,Toys,4,143.36,Cash,24/10/2022,KANYON,14.34,573.44
I144134,C847193,Male,69,Technology,3,3150,Cash,21/11/2021,FORUM_ISTANBUL,315.0,9450.0
I567808,C146485,Female,29,Clothing,2,600.16,Credit_Card,15/09/2021,METROPOL_AVM,60.02,1200.32
I189568,C184355,Male,69,Clothing,5,1500.4,Credit_Card,25/10/2021,METROPOL_AVM,150.04,7502.0
I303465,C302983,Female,33,Food & Beverage,4,20.92,Cash,26/05/2022,ZORLU_CENTER,2.09,83.68
I234257,C145049,Male,37,Clothing,1,300.08,Credit_Card,30/06/2022,MALL_OF_ISTANBUL,30.01,300.08
I120392,C216422,Male,54,Toys,1,35.84,Credit_Card,9/3/2021,VIAPORT_OUTLET,3.58,35.84
I106359,C238741,Female,30,Shoes,4,2400.68,Credit_Card,2/11/2022,CEVAHIR_AVM,240.07,9602.72
I223003,C107605,Female,47,Clothing,1,300.08,Cash,11/3/2021,KANYON,30.01,300.08
I176020,C220418,Female,34,Cosmetics,4,162.64,Credit_Card,24/12/2022,KANYON,16.26,650.56
I241397,C420774,Male,52,Food & Beverage,2,10.46,Debit_Card,6/9/2022,ZORLU_CENTER,1.05,20.92
I222909,C176872,Female,35,Souvenir,2,23.46,Debit_Card,16/11/2022,FORUM_ISTANBUL,2.35,46.92
I951528,C672036,Female,37,Clothing,2,600.16,Cash,10/2/2022,VIAPORT_OUTLET,60.02,1200.32
I221828,C959490,Male,57,Clothing,5,1500.4,Debit_Card,13/09/2021,METROCITY,150.04,7502.0
I119221,C267646,Male,42,Cosmetics,2,81.32,Cash,28/08/2021,METROCITY,8.13,162.64
I314278,C421800,Female,67,Food & Beverage,1,5.23,Cash,23/07/2022,METROCITY,0.52,5.23
I153701,C199017,Female,39,Shoes,5,3000.85,Cash,26/09/2021,KANYON,300.09,15004.25
I239036,C191276,Male,59,Cosmetics,5,203.3,Cash,9/10/2021,ISTINYE_PARK,20.33,1016.5
I182453,C200955,Female,24,Toys,2,71.68,Cash,6/12/2021,ZORLU_CENTER,7.17,143.36
I545867,C192736,Male,66,Clothing,3,900.24,Credit_Card,3/4/2021,METROPOL_AVM,90.02,2700.7200000000003
I900039,C232248,Female,19,Cosmetics,2,81.32,Debit_Card,6/2/2021,METROCITY,8.13,162.64
I206791,C178682,Female,27,Cosmetics,4,162.64,Debit_Card,17/06/2022,KANYON,16.26,650.56
I153619,C223737,Female,27,Food & Beverage,4,20.92,Credit_Card,2/12/2021,FORUM_ISTANBUL,2.09,83.68
I284293,C214370,Male,48,Shoes,3,1800.51,Credit_Card,19/01/2023,CEVAHIR_AVM,180.05,5401.53
I179061,C327566,Female,56,Toys,1,35.84,Cash,7/11/2021,KANYON,3.58,35.84
I954129,C281787,Male,57,Clothing,4,1200.32,Cash,10/12/2021,ISTINYE_PARK,120.03,4801.28
I257799,C592068,Female,41,Cosmetics,1,40.66,Debit_Card,4/3/2021,FORUM_ISTANBUL,4.07,40.66
I284630,C264286,Female,62,Clothing,3,900.24,Debit_Card,5/8/2021,METROCITY,90.02,2700.7200000000003
I113263,C116850,Female,69,Clothing,3,900.24,Credit_Card,10/1/2021,KANYON,90.02,2700.7200000000003
I319907,C307818,Male,58,Food & Beverage,2,10.46,Debit_Card,17/06/2022,METROCITY,1.05,20.92
I324483,C231937,Female,55,Clothing,3,900.24,Cash,17/08/2021,METROCITY,90.02,2700.7200000000003
I190551,C271903,Male,27,Food & Beverage,5,26.15,Cash,1/7/2021,METROCITY,2.62,130.75
I504903,C308609,Female,39,Food & Beverage,4,20.92,Cash,9/1/2021,CEVAHIR_AVM,2.09,83.68
